1	2870	3185	Over-coverage
1	3820	4110	Over-coverage
1	11466	11820	Over-coverage
1	13735	13947	Over-coverage
1	15161	15502	Over-coverage
1	24370	24608	Over-coverage
1	32357	32583	Over-coverage
1	33312	33836	Over-coverage
1	36295	36536	Over-coverage
1	46225	46670	Over-coverage
1	56142	56529	Over-coverage
1	57622	57947	Over-coverage
1	58460	58804	Over-coverage
1	61335	61733	Over-coverage
1	62043	62364	Over-coverage
1	63003	63235	Over-coverage
1	64508	64736	Over-coverage
1	65549	65755	Over-coverage
1	73842	74067	Over-coverage
1	77129	77448	Over-coverage
1	77540	77887	Over-coverage
1	94225	94443	Over-coverage
1	95006	95291	Over-coverage
1	97756	98043	Over-coverage
1	100949	101432	Over-coverage
1	101510	102042	Over-coverage
1	102976	103572	Over-coverage
1	104356	104715	Over-coverage
1	105030	105385	Over-coverage
1	105437	105826	Over-coverage
1	106416	106698	Over-coverage
1	106859	107299	Over-coverage
1	108006	108621	Over-coverage
1	110120	110333	Over-coverage
1	110360	110770	Over-coverage
1	111306	111544	Over-coverage
1	112008	112323	Over-coverage
1	112376	112734	Over-coverage
1	114463	114742	Over-coverage
1	114809	116383	Over-coverage
1	116470	117626	Over-coverage
1	118297	119068	Over-coverage
1	119989	121532	Over-coverage
1	121808	122310	Over-coverage
1	122789	123202	Over-coverage
1	123904	124716	Over-coverage
1	124781	125127	Over-coverage
1	125195	125681	Over-coverage
1	125761	125984	Over-coverage
1	127890	128151	Over-coverage
1	128290	128661	Over-coverage
1	128732	129238	Over-coverage
1	130086	130318	Over-coverage
1	130857	131078	Over-coverage
1	131094	131453	Over-coverage
1	131663	132455	Over-coverage
1	132780	134459	Over-coverage
1	134906	135573	Over-coverage
1	135655	136077	Over-coverage
1	136844	137121	Over-coverage
1	137572	137873	Over-coverage
1	138129	138747	Over-coverage
1	138881	139653	Over-coverage
1	140378	140717	Over-coverage
1	140896	142252	Over-coverage
1	142283	142693	Over-coverage
1	143381	144405	Over-coverage
1	144581	144991	Over-coverage
1	145231	145776	Over-coverage
1	148378	148833	Over-coverage
1	149051	149450	Over-coverage
1	149719	149947	Over-coverage
1	150077	150352	Over-coverage
1	150375	150808	Over-coverage
1	151051	151473	Over-coverage
1	151581	151889	Over-coverage
1	151967	152321	Over-coverage
1	152325	152528	Over-coverage
1	153002	153585	Over-coverage
1	153939	154389	Over-coverage
1	154488	154903	Over-coverage
1	155023	155314	Over-coverage
1	155913	156552	Over-coverage
1	157177	157536	Over-coverage
1	158139	158502	Over-coverage
1	159052	160083	Over-coverage
1	160130	160582	Over-coverage
1	160585	160896	Over-coverage
1	162465	162866	Over-coverage
1	163397	163802	Over-coverage
1	164234	164617	Over-coverage
