1	6925	7820	Over-coverage
1	8661	9274	Over-coverage
1	10900	11162	Over-coverage
1	11203	11458	Over-coverage
1	12371	12673	Over-coverage
1	15534	15981	Over-coverage
1	23206	23851	Over-coverage
1	25625	26114	Over-coverage
1	28136	28597	Over-coverage
1	40275	40488	Over-coverage
1	43612	44593	Over-coverage
1	46640	47300	Over-coverage
1	48677	49188	Over-coverage
1	54683	55269	Over-coverage
1	58942	59362	Over-coverage
1	60215	60490	Over-coverage
1	65913	66210	Over-coverage
1	69691	69974	Over-coverage
1	70644	70987	Over-coverage
1	75287	75815	Over-coverage
1	76469	76768	Over-coverage
1	82265	82871	Over-coverage
1	86262	86843	Over-coverage
1	87636	88380	Over-coverage
1	89306	89670	Over-coverage
1	98077	98410	Over-coverage
1	98589	99217	Over-coverage
1	103349	104146	Over-coverage
1	105295	105824	Over-coverage
1	106656	107292	Over-coverage
1	108291	109449	Over-coverage
1	110031	110793	Over-coverage
1	113136	113793	Over-coverage
1	114529	115187	Over-coverage
1	116974	118843	Over-coverage
1	119430	120053	Over-coverage
1	120430	121325	Over-coverage
1	121412	122238	Over-coverage
1	122595	123689	Over-coverage
1	123691	123964	Over-coverage
1	123997	124670	Over-coverage
1	125335	126109	Over-coverage
1	127272	127649	Over-coverage
1	129524	130116	Over-coverage
1	132539	133865	Over-coverage
1	134268	134639	Over-coverage
1	134952	135505	Over-coverage
1	136101	136704	Over-coverage
1	137713	138612	Over-coverage
1	138923	139373	Over-coverage
1	139866	140288	Over-coverage
1	142334	142848	Over-coverage
1	143993	145504	Over-coverage
1	149209	149455	Over-coverage
1	150688	151361	Over-coverage
1	155123	155726	Over-coverage
1	156407	157748	Over-coverage
1	158353	158709	Over-coverage
1	159189	159617	Over-coverage
1	160264	161001	Over-coverage
1	161258	161657	Over-coverage
1	161973	162558	Over-coverage
1	162874	164169	Over-coverage
1	166876	167549	Over-coverage
1	167894	168428	Over-coverage
1	168944	169361	Over-coverage
1	173533	173820	Over-coverage
1	174462	175122	Over-coverage
1	177046	177623	Over-coverage
1	178701	179713	Over-coverage
1	181031	181791	Over-coverage
1	184290	185199	Over-coverage
1	186850	187862	Over-coverage
1	189672	191012	Over-coverage
1	192468	193297	Over-coverage
1	193839	194571	Over-coverage
1	195432	197008	Over-coverage
1	197201	199797	Over-coverage
1	203667	204338	Over-coverage
1	205120	205457	Over-coverage
1	206390	206925	Over-coverage
1	212028	212788	Over-coverage
1	213529	214039	Over-coverage
1	215486	215883	Over-coverage
1	219580	220106	Over-coverage
1	223270	223760	Over-coverage
1	231975	232915	Over-coverage
1	236885	237433	Over-coverage
1	239652	240263	Over-coverage
1	240297	240567	Over-coverage
1	241299	241814	Over-coverage
1	245415	246031	Over-coverage
1	250325	250739	Over-coverage
1	252134	252757	Over-coverage
1	255834	256421	Over-coverage
1	267829	268371	Over-coverage
1	270517	270768	Over-coverage
1	279720	280001	Over-coverage
1	285018	285485	Over-coverage
1	285965	286253	Over-coverage
1	292028	292765	Over-coverage
1	301509	303123	Over-coverage
1	307048	308118	Over-coverage
1	308692	309528	Over-coverage
1	310158	310787	Over-coverage
1	313116	313775	Over-coverage
1	314690	315301	Over-coverage
1	316516	317745	Over-coverage
1	319346	320063	Over-coverage
1	320286	321108	Over-coverage
1	321233	321809	Over-coverage
1	322088	322452	Over-coverage
1	322511	323275	Over-coverage
1	324168	324723	Over-coverage
1	326786	327158	Over-coverage
1	327487	327937	Over-coverage
